Transaction_id,Customer_id,Amount,Transaction_type,Longitude,Latitude,Transaction_Timestamp,Hour_of_Day,Day_of_Week,IP_Address,avg_spending,avg_transaction_count,Fraud
cfa8f662,5e7cfe,2842.39,Withdraw,68.79198,-4.944455,2024-05-16 07:49:03,7,3,184.212.203.17,3895.56,31,0
31903d48,c6c9da,831.78,Transfer,72.533686,51.09836,2025-01-19 17:48:42,17,6,207.177.34.111,829.57,23,1
195270a7,ef1280,7568.65,Withdraw,-42.772266,22.012474,2024-12-31 05:58:01,5,1,98.99.24.116,2115.58,37,1
6223ef8b,5d4c35,5517.55,Withdraw,20.582301,82.513772,2024-04-12 06:38:40,6,4,184.37.239.0,3449.02,17,1
3c54e62f,cba1f5,6068.23,Transfer,-83.310347,-73.376291,2024-04-18 15:04:14,15,3,152.49.38.31,506.19,26,1
74ba647d,8d7768,3854.58,Withdraw,63.190626,32.01854,2024-12-15 07:43:13,7,6,37.209.252.26,1957.2,44,1
4cc7b41f,752fb8,1226.87,Withdraw,-96.904395,33.145411,2024-09-06 02:45:53,2,4,115.144.78.22,1599.0,28,0
b6290bbe,e053be,7207.27,Withdraw,-56.631475,74.865064,2024-08-30 08:32:36,8,4,19.55.39.200,929.3,46,1
fe10e400,faef16,5498.92,Withdraw,1.826751,-2.997398,2024-07-29 00:42:39,0,0,27.244.141.37,1180.32,30,1
e398a0d4,941759,3650.58,Payment,57.857716,-68.888606,2024-06-08 20:18:17,20,5,208.164.133.218,2075.29,21,1
ef25a2cb,cdcf87,6874.84,Transfer,-67.517821,-29.383566,2024-08-26 14:22:43,14,0,101.131.201.221,4377.36,3,1
734ee383,a536a3,2040.24,Transfer,85.982462,-54.694143,2024-07-09 19:49:09,19,1,85.174.95.214,2063.33,1,1
0e27709d,1c0fa7,8949.67,Transfer,91.137674,-34.641037,2025-03-21 16:47:33,16,4,214.22.94.249,1301.08,30,1
0a7f4533,0adc03,9240.34,Transfer,-119.5488,78.84101,2024-12-06 21:58:15,21,4,122.238.239.2,1591.52,15,1
d2fd758a,ca5dea,9178.22,Payment,151.693796,-35.623114,2024-09-10 07:33:56,7,1,207.178.83.207,1426.13,1,1
ddb5f353,8f7ca4,986.91,Payment,67.858365,79.289622,2024-05-07 21:08:39,21,1,189.22.106.14,4905.1,3,1
3c4798df,ea2d30,7352.89,Payment,97.289189,39.920094,2025-03-06 10:20:40,10,3,55.108.222.200,3105.49,49,0
dc7353e2,f20679,6151.47,Withdraw,-36.457014,65.148353,2025-03-11 22:17:01,22,1,150.201.190.43,2100.5,40,1
a527490f,7d8d51,3470.31,Transfer,-143.908347,-69.205254,2024-04-15 02:40:34,2,0,143.129.157.131,3813.45,7,1
9a021a66,fd18ec,9397.91,Payment,135.677606,-26.861199,2025-03-27 16:52:22,16,3,206.178.165.58,4151.13,18,1
1871b88e,7f4620,4249.59,Withdraw,-21.266593,41.45726,2025-02-24 05:50:24,5,0,97.47.81.213,3761.13,33,0
eb6735d5,30a184,2480.18,Withdraw,141.433744,68.043659,2024-06-27 22:57:00,22,3,164.210.125.66,3106.58,22,1
5b4e9ceb,7d1f93,9719.21,Withdraw,124.097792,74.426824,2024-05-28 12:49:54,12,1,67.134.145.70,3312.55,38,1
0e7f1219,012f35,6516.65,Withdraw,-8.572511,-30.400843,2024-05-28 15:50:06,15,1,43.153.181.240,3370.75,39,1
1b8b9d22,764de0,1191.46,Transfer,-116.155286,-2.429584,2025-02-06 04:09:47,4,3,59.240.35.175,2049.62,39,1
7ed7037a,5f1b24,54.12,Payment,-77.041689,88.234642,2024-11-14 06:53:46,6,3,9.29.140.40,3014.84,32,1
56183004,24c89f,5216.62,Withdraw,140.61674,79.762295,2024-12-03 03:40:40,3,1,176.131.148.183,2665.8,7,0
7395cd1c,b9bd3c,6911.76,Withdraw,147.842987,0.029855,2025-03-30 08:31:18,8,6,173.90.197.198,4828.95,39,0
92580914,597033,5596.93,Withdraw,-178.123794,44.968456,2024-07-30 18:30:31,18,1,70.221.53.162,1314.76,16,1
ace7024f,7b0195,251.76,Transfer,131.950719,47.148949,2024-04-01 20:31:17,20,0,117.47.37.35,1489.73,25,1
4feefca2,1a105d,4315.71,Withdraw,-45.18671,67.7523,2024-09-08 08:32:32,8,6,131.116.25.68,1174.95,28,1
7dd377a0,59b570,3459.73,Transfer,128.257121,70.449323,2024-11-13 21:20:00,21,2,67.224.227.63,2513.39,30,1
e191ce84,58751a,1664.92,Payment,-13.67012,-20.009989,2024-04-22 06:06:36,6,0,120.55.176.145,3703.89,3,1
71495cf8,941eda,2358.42,Transfer,-162.981983,-74.005342,2024-09-01 18:40:57,18,6,192.241.203.251,4950.16,27,1
bb5d9b83,93b2b1,8677.84,Payment,42.531666,1.124876,2024-10-19 19:17:17,19,5,94.108.190.27,2924.59,4,1
2ab20322,154de1,9744.25,Payment,-117.097646,-49.534182,2025-02-11 05:14:32,5,1,190.207.226.163,1263.39,11,1
6f003c37,714e2b,261.58,Payment,17.771684,-78.828234,2025-01-30 07:07:51,7,3,220.114.20.139,4244.62,30,1
432cca25,388da4,9231.29,Payment,52.162633,55.626813,2024-10-27 20:23:04,20,6,183.108.217.11,2945.56,1,1
bb59ae0c,9e1985,1189.62,Withdraw,-89.691597,-88.939289,2024-06-25 09:02:33,9,1,78.60.169.253,1734.34,19,1
0e98d1bf,36f0ca,6385.26,Payment,176.773462,59.402035,2025-03-23 06:30:18,6,6,160.122.180.6,2706.36,37,1
d7de0246,8366d8,656.1,Transfer,-138.680302,8.831507,2025-01-13 22:54:00,22,0,218.170.9.182,2011.31,41,1
8f5ca27f,dd2bdc,8721.65,Transfer,159.780065,-88.926125,2025-02-10 05:31:19,5,0,86.161.246.5,1887.7,48,0
f7e01396,dffc89,6656.64,Payment,140.302741,-66.651268,2024-07-12 17:40:02,17,4,156.43.54.230,232.73,10,1
c8914ab8,3c9ace,2230.0,Withdraw,-106.377634,-34.021702,2025-02-24 20:59:12,20,0,207.110.56.142,861.33,46,1
001c79ff,9e4cb9,7680.0,Payment,135.737386,56.23671,2024-08-14 23:35:56,23,2,125.142.158.16,3122.38,44,1
f134af96,f519be,4645.25,Withdraw,-72.702384,-26.386236,2024-11-21 03:28:19,3,3,63.126.156.221,4950.5,32,1
22f271c6,38e938,4473.84,Transfer,58.500137,-19.80404,2024-08-26 00:57:16,0,0,188.83.149.46,4759.11,25,1
ec688751,31edc3,3832.11,Transfer,-41.988352,70.514321,2024-12-05 06:04:59,6,3,165.165.217.33,3737.8,1,1
6b57689e,de9bd6,9170.52,Withdraw,99.34352,-67.809095,2025-02-25 05:00:37,5,1,185.237.23.18,976.13,27,1
fa4d315b,842a40,2426.92,Payment,-55.711746,0.429728,2025-02-07 00:55:33,0,4,153.229.72.105,533.64,16,1
7a3a5f09,1e7b49,5273.92,Payment,110.450114,-82.740375,2024-07-07 01:45:41,1,6,158.80.213.156,853.71,47,1
0d5dc3df,0bf6fd,8542.32,Withdraw,36.711267,13.170887,2025-03-29 18:27:57,18,5,3.111.156.129,2911.22,15,0
dbf27f11,85eabb,1966.57,Transfer,-110.372499,88.237742,2024-11-25 21:28:27,21,0,172.133.36.232,2617.53,2,1
d7e2f741,23ffdc,227.67,Withdraw,-136.437334,-9.106802,2024-08-24 23:15:50,23,5,129.198.36.12,4762.28,35,1
45c731a2,54e7e9,3130.43,Payment,-10.741989,-80.58792,2024-11-06 07:05:23,7,2,130.222.246.115,3109.27,49,1
a26e6ad3,8c406a,4789.52,Transfer,10.887976,-15.53027,2025-01-09 12:59:33,12,3,42.51.95.237,1436.92,28,1
bf550c9e,1b3416,7977.56,Transfer,-32.190674,-54.094252,2024-04-29 01:01:45,1,0,22.185.198.42,1852.36,47,1
80e9f917,42dcce,2567.57,Payment,72.515565,48.665808,2024-11-14 14:37:01,14,3,189.183.253.56,3836.74,49,1
c15138a9,0cbe6e,6930.93,Withdraw,-30.02204,-72.667031,2025-03-19 22:30:56,22,2,164.188.67.237,3343.96,27,0
df416a83,4384de,5644.44,Transfer,172.635663,-64.899441,2024-12-06 14:39:22,14,4,25.254.128.137,328.16,18,1
19f50163,3491b2,9051.44,Withdraw,-89.533317,85.193736,2024-10-23 17:31:09,17,2,126.74.158.47,1336.71,1,1
5beeddbf,d67d07,4263.57,Transfer,65.092134,5.835454,2024-12-02 15:12:37,15,0,181.46.196.39,2379.79,22,1
d6fad5fa,b940a6,2451.78,Transfer,68.255878,10.460109,2025-02-21 18:32:06,18,4,203.32.86.42,4926.21,8,1
c1fcb1e1,163b66,5781.13,Payment,131.158803,37.418521,2025-01-25 07:21:02,7,5,41.114.4.217,3263.46,38,1
7c031661,b17fcb,8249.73,Payment,6.591815,2.085382,2025-02-11 14:38:54,14,1,16.49.157.101,2913.93,10,0
b868cabb,6776cb,3542.54,Withdraw,37.462336,-74.941684,2025-03-06 01:25:19,1,3,210.205.40.60,2672.44,28,0
96734485,5ec9fa,3255.89,Withdraw,13.557065,13.339548,2024-08-19 02:39:22,2,0,195.252.152.22,3285.41,18,1
8042548c,1a05fd,7241.42,Payment,121.991922,-86.475549,2024-11-14 11:14:31,11,3,119.167.37.61,4193.94,41,0
13a7d9d0,f59f62,9890.6,Withdraw,-21.016939,-47.955949,2024-05-25 11:07:34,11,5,110.87.72.57,3404.57,25,1
74547053,cdcec0,9611.82,Payment,-109.865538,34.792357,2024-09-29 00:32:17,0,6,170.63.217.84,3214.49,22,1
0973fc35,8502fc,2162.63,Payment,-40.245757,88.948255,2024-04-24 04:34:38,4,2,176.52.97.66,285.89,39,0
fd5b30d0,8984bb,3906.8,Transfer,56.107886,32.34475,2024-09-01 15:05:13,15,6,98.11.137.153,129.54,14,0
1aea3981,ca5d26,9879.37,Transfer,162.19994,32.949853,2025-01-28 14:02:00,14,1,58.108.149.119,3523.12,42,0
69ceceb8,0b87dc,6677.51,Withdraw,-89.000799,57.227645,2024-08-24 21:56:56,21,5,123.174.195.6,169.64,22,0
afbdde79,ab917c,6191.41,Withdraw,79.34883,34.81932,2024-07-28 00:59:38,0,6,207.16.47.233,2361.23,16,0
eaa4209c,7ba602,3713.7,Transfer,175.407767,-3.036353,2025-03-24 22:43:23,22,0,220.84.124.157,171.15,7,1
aa5f65b7,37c5b0,6004.47,Payment,148.792191,-0.584172,2024-06-04 15:25:04,15,1,173.54.213.178,2233.25,47,0
3bed8eac,d09699,3010.78,Payment,-44.763825,28.652276,2024-11-16 00:02:34,0,5,166.147.217.114,3388.39,32,1
f630dc2f,8a5afb,5013.52,Withdraw,-92.973633,-58.579811,2024-06-23 05:19:16,5,6,199.7.39.103,4659.53,28,0
17221630,80d898,1822.92,Payment,140.274282,6.381381,2025-03-27 00:21:20,0,3,136.137.122.218,1220.42,41,1
20f9297a,16167d,2922.93,Transfer,92.08871,68.954564,2024-07-07 01:10:02,1,6,29.129.181.17,515.68,6,1
b14bde76,3a3207,9328.19,Withdraw,165.317225,83.851377,2025-01-24 15:22:40,15,4,10.1.151.200,2224.6,38,0
11810327,b1c1e3,2334.37,Transfer,24.95986,-32.145866,2024-12-09 16:30:29,16,0,157.243.219.169,2335.55,40,1
0554b772,ed5cba,1104.06,Transfer,68.259343,-27.229081,2024-12-25 06:41:57,6,2,186.161.130.148,600.69,12,1
66797afc,2cf1c6,1615.54,Transfer,-5.730854,-32.328254,2024-06-09 13:15:53,13,6,210.30.156.25,4299.41,5,1
5b2e749b,b3e4b2,8341.71,Transfer,-142.682739,52.130571,2024-07-27 08:30:42,8,5,129.60.82.210,157.88,25,1
ce5f6e9c,2b621c,2481.72,Transfer,46.035301,-31.354193,2024-09-11 10:09:46,10,2,164.53.192.126,3251.0,21,1
24a4dffb,dd2756,8088.51,Payment,82.229289,-14.268565,2025-03-12 07:57:09,7,2,153.168.37.165,1831.14,18,0
cbfca171,f74252,4590.6,Payment,-73.161834,-27.670652,2024-08-19 08:47:17,8,0,16.160.168.103,4868.18,30,1
a043f7ef,23cc33,667.55,Transfer,-28.59299,-32.528891,2025-02-05 12:29:01,12,2,94.237.63.55,3774.78,14,0
9ab9056c,961f6a,7648.89,Payment,-15.99701,28.143333,2025-03-22 18:55:57,18,5,200.173.199.31,986.45,32,1
d7cc76f8,b96fae,3656.84,Withdraw,-12.244605,19.060542,2024-05-26 18:30:30,18,6,179.198.46.13,4293.88,28,0
739e7806,630518,1274.66,Transfer,-59.924628,-75.312153,2024-05-09 14:35:20,14,3,203.237.9.126,1019.0,48,0
d8402c0b,aa364d,8009.07,Withdraw,-81.964202,-49.24851,2025-02-03 08:07:47,8,0,94.72.206.211,3488.56,17,1
79582ca9,044cfc,3920.2,Payment,-89.178957,12.931093,2024-07-31 12:41:49,12,2,198.204.180.98,3609.54,3,1
bda345cf,bb0d15,7260.76,Withdraw,138.240355,64.073033,2025-01-19 13:35:22,13,6,128.4.181.107,2047.48,5,1
30a993fd,7c057e,6823.82,Withdraw,-178.733087,53.963245,2024-07-23 11:00:02,11,1,88.12.41.74,1111.72,20,1
25df3436,336c4c,5549.36,Payment,-60.053585,53.796526,2024-08-02 01:32:32,1,4,36.56.117.199,489.68,4,1
d18b3efc,f5888f,5259.36,Withdraw,-62.106659,40.148013,2024-06-10 20:13:49,20,0,207.12.14.112,449.65,42,0
77473f17,5678c5,8362.86,Transfer,72.908772,1.948643,2025-03-11 08:57:14,8,1,200.116.184.101,1566.43,47,1
a5112404,29f7cf,486.07,Transfer,-13.451982,4.103207,2024-07-29 10:09:29,10,0,169.15.83.228,856.66,48,0
ff3fd0cd,493c12,3887.7,Withdraw,133.874351,-20.0829,2024-05-12 17:05:14,17,6,98.18.123.81,4710.48,28,1
7ca8dbe3,c94f91,3546.54,Transfer,-178.6775,48.004528,2024-07-02 07:22:26,7,1,61.103.236.244,3552.29,20,1
8e6f38cd,b0a949,7907.15,Payment,174.422929,60.215605,2024-06-25 08:52:25,8,1,38.125.21.68,3491.08,22,1
62d74bcc,7de74e,5563.93,Transfer,52.58286,-23.395567,2024-05-12 05:58:45,5,6,151.27.242.111,333.67,36,1
c370b665,477a4e,3982.88,Transfer,-74.889247,1.31437,2024-10-31 11:48:51,11,3,111.247.179.251,3139.14,41,1
726ab65c,ca2537,1752.0,Withdraw,-15.318694,-40.579154,2025-03-29 06:21:26,6,5,6.41.118.248,4395.2,39,1
4cd33e74,467947,7375.4,Payment,-123.879202,-42.685545,2025-03-14 13:50:43,13,4,172.7.196.227,4923.25,23,1
2009834b,c53611,6693.84,Withdraw,38.296913,20.496102,2024-10-24 15:38:05,15,3,181.227.79.201,879.6,14,0
0f24058e,6bf593,9497.1,Payment,46.389517,14.049199,2024-09-22 13:55:41,13,6,30.44.250.25,1738.33,33,0
9d8b5b8b,332f7a,3507.04,Payment,-100.334385,-70.279807,2024-05-26 10:38:23,10,6,201.25.85.179,1899.02,49,1
c08ae50f,373e32,340.42,Withdraw,167.600262,-62.643984,2025-02-11 06:56:49,6,1,5.254.0.223,4419.12,44,0
c1db255e,4cb115,2387.89,Transfer,129.877086,-39.292288,2025-02-01 18:50:43,18,5,186.33.85.100,461.2,5,1
6321fc81,7aa8fa,4383.15,Withdraw,23.459768,-60.526232,2024-06-10 00:47:43,0,0,70.55.112.21,1351.72,26,1
30d012c0,3092c8,44.56,Payment,-9.327771,8.170067,2024-05-02 00:02:08,0,3,23.45.143.26,736.13,36,1
9025ccad,1fdad3,4606.49,Withdraw,41.754806,-27.793325,2025-03-30 09:07:59,9,6,138.166.191.135,1192.38,39,1
9e9515ad,9b35aa,6003.65,Payment,-117.490152,-20.252202,2024-10-09 16:59:13,16,2,155.126.231.9,1368.66,42,1
6b2b9a59,85d130,2513.3,Payment,161.132217,-2.739746,2024-05-20 09:05:25,9,0,156.119.56.225,4678.57,39,1
bed8acfd,6626ab,114.32,Withdraw,-92.320264,-17.327163,2024-10-09 07:21:44,7,2,65.48.242.88,1844.03,14,1
54541867,e67927,432.7,Transfer,81.494959,54.169218,2025-03-04 18:20:24,18,1,96.191.229.164,4105.38,46,1
9dce0317,84c604,518.76,Withdraw,130.288274,27.502639,2024-09-25 01:29:10,1,2,195.122.4.255,3467.55,44,0
e158c307,9b9dc5,670.73,Transfer,104.476141,45.931884,2024-07-01 01:16:31,1,0,106.249.2.136,3398.84,47,0
914e3e54,6f4bfa,8546.3,Payment,-101.884206,-15.43483,2025-02-27 05:24:13,5,3,171.56.188.154,1324.28,47,0
1edb115c,50f7c2,4466.14,Transfer,-158.699206,-2.261667,2025-02-17 19:34:12,19,0,110.121.56.159,3615.96,42,1
f468a800,5a968c,6933.08,Withdraw,-8.376848,41.53993,2025-02-25 06:19:46,6,1,185.131.205.211,364.94,40,1
d356d059,c1f198,5841.03,Payment,-156.611657,-9.50721,2024-05-20 06:39:39,6,0,129.8.25.217,2166.82,43,1
99c4f5b5,b07536,9199.92,Transfer,78.765044,-77.422218,2024-09-24 07:06:28,7,1,4.14.234.0,3442.73,8,0
bb5d6580,8de38f,6817.16,Payment,80.916673,32.45189,2024-08-24 20:02:38,20,5,85.10.202.201,2579.75,40,1
5a89c3c6,c86573,8738.67,Payment,-64.158566,18.760088,2024-12-01 14:28:34,14,6,183.176.224.54,4601.64,49,0
71228e5b,d0b818,1038.15,Payment,-105.97086,20.305046,2024-11-07 15:36:25,15,3,72.126.141.99,228.59,29,1
41f9774e,8478d0,1824.38,Payment,70.027121,-85.899183,2024-10-18 23:58:33,23,4,91.137.161.157,1883.21,45,1
70c90e63,a914e3,4469.22,Transfer,134.255951,-8.044203,2025-01-09 09:41:58,9,3,76.245.118.11,2222.14,2,1
d6764b1a,668083,8934.06,Withdraw,-17.111894,-23.919084,2025-02-09 03:36:08,3,6,143.2.14.29,3899.29,3,1
afa45467,6bfa7f,2558.41,Payment,-106.165875,-38.978469,2024-11-25 14:43:36,14,0,67.73.154.48,1646.87,40,1
e6ac5a7c,064609,1856.52,Withdraw,-111.833666,25.18733,2025-02-14 08:03:32,8,4,112.152.183.12,2784.88,14,1
0fb1625c,64e2ed,4818.04,Withdraw,-67.663738,62.461113,2025-01-30 17:00:55,17,3,6.202.191.12,1711.85,10,0
7cf82a3d,d7d9f1,9014.4,Withdraw,-153.351392,-41.592645,2024-09-11 18:34:29,18,2,63.228.1.121,1917.56,43,1
3f02f64c,d1dfe0,7683.15,Withdraw,117.13036,-84.40049,2024-09-21 21:24:50,21,5,121.65.207.86,3700.67,2,1
50feba07,6f4f5a,151.82,Payment,-151.790758,-46.051714,2024-09-15 09:57:04,9,6,90.48.103.178,211.97,40,1
a2b29120,152298,1918.8,Payment,-175.896158,-76.063197,2024-07-25 10:20:12,10,3,139.134.3.178,1423.4,4,1
9aecd7f2,7dbe24,1111.86,Transfer,-163.398685,-87.41413,2024-12-11 07:53:02,7,2,175.170.32.214,619.32,46,1
37c077a1,e7b83b,8777.68,Payment,33.626503,41.812894,2024-09-19 05:53:12,5,3,134.180.129.127,3861.74,7,1
1487fac1,fba782,3348.25,Payment,110.293973,-62.142263,2024-07-16 04:58:46,4,1,50.170.35.155,4415.54,46,0
b06c5725,83f232,7361.44,Transfer,110.266217,-38.724303,2024-10-26 02:48:07,2,5,130.43.140.53,4214.38,26,1
640daab8,8398ba,5506.15,Transfer,-174.2778,-79.923973,2024-06-19 01:13:04,1,2,201.172.145.66,989.89,10,1
2366caf5,130074,9285.35,Payment,100.122509,-35.737817,2024-10-10 04:04:22,4,3,94.85.223.246,1378.84,35,1
3f04e0d7,8c00d1,2306.38,Payment,53.096338,10.007543,2025-02-16 15:07:29,15,6,143.121.140.232,2787.69,44,1
ba411abf,a700ec,2833.66,Payment,-131.726459,-76.037383,2025-03-02 09:29:27,9,6,147.18.182.62,1634.39,34,1
1e06da33,be9a68,6743.04,Transfer,-172.579221,-65.982829,2024-10-24 17:31:58,17,3,93.236.49.17,2147.9,31,1
40c06f94,abb714,2400.91,Payment,-9.11787,-68.848344,2024-09-04 07:17:12,7,2,42.147.163.143,4790.92,47,1
6cbc5b56,d2862a,1562.96,Transfer,129.861036,-49.095747,2025-01-11 07:27:54,7,5,7.184.252.224,79.17,32,1
0fc9001e,d69b6b,8321.54,Transfer,150.149409,-9.092622,2025-03-15 13:25:21,13,5,189.55.252.197,2470.61,37,1
fb7bcc55,01f783,5859.23,Payment,-21.33448,44.808364,2024-12-13 16:54:35,16,4,74.9.162.124,1830.33,32,1
f8e48cd6,df8817,6118.51,Transfer,-7.337065,40.376444,2024-09-06 01:55:26,1,4,149.137.244.235,3389.01,34,1
43298668,a8dc3c,7895.56,Payment,-122.415489,-4.896984,2024-10-08 10:19:07,10,1,114.221.83.203,3979.46,34,1
dc1147a5,bc1920,6888.92,Transfer,-34.04375,10.206479,2024-09-23 18:19:32,18,0,70.7.102.88,168.13,34,1
fdedb5c9,d97f5e,6459.82,Payment,9.681466,46.351293,2024-09-03 06:42:03,6,1,126.44.100.214,4595.5,1,1
011a66ad,49b91a,802.8,Transfer,102.043307,59.427065,2025-01-19 16:47:44,16,6,150.9.128.120,4427.3,7,1
55c4beea,d82d8f,455.38,Payment,-160.113455,66.997425,2024-08-02 17:02:36,17,4,208.123.167.114,3679.38,22,0
14c1e4c8,d1cd2c,4235.05,Withdraw,150.828783,-76.514908,2024-07-26 04:21:02,4,4,150.241.32.121,3118.6,49,1
a269f2c5,5d7389,7538.89,Withdraw,29.147925,-66.033745,2024-05-21 11:57:28,11,1,41.186.83.202,4697.79,3,1
853dd23b,4fec5c,3184.85,Payment,-105.507486,34.197326,2024-08-31 20:21:21,20,5,40.118.45.218,4196.43,33,0
5dd9ab78,38e15c,7988.64,Transfer,-61.893036,6.676429,2024-12-16 05:38:13,5,0,95.174.226.134,3088.42,10,0
7a55a07f,afdb43,1743.98,Withdraw,45.973713,66.341804,2024-08-07 11:44:36,11,2,44.107.226.185,1892.7,8,1
92b24e42,06cb31,5408.2,Transfer,152.772785,-46.453776,2024-08-08 08:30:46,8,3,183.106.224.196,194.14,20,1
aafa8f41,0acb4a,3656.39,Transfer,25.855697,-67.022664,2024-07-03 03:59:36,3,2,223.174.196.56,884.73,14,0
7db741a6,4843cf,4578.65,Transfer,46.841488,-12.494112,2024-10-20 10:24:02,10,6,134.31.201.223,2104.6,7,1
b2581b35,32b3f5,543.97,Transfer,11.784634,68.231002,2024-06-18 20:21:10,20,1,31.19.186.58,4301.16,24,0
9aa2b918,1ed618,8072.36,Payment,105.659589,-24.396422,2024-11-21 00:04:25,0,3,128.53.185.109,912.62,1,0
92bf79a0,510e4a,5220.02,Withdraw,83.757198,-21.844445,2024-11-10 02:11:35,2,6,107.2.254.180,1171.59,19,1
b3e2e39f,0d924c,7555.34,Transfer,167.089275,10.223228,2025-01-19 19:05:01,19,6,179.191.119.83,2681.76,18,1
b48afb32,8e9e57,4693.13,Payment,-39.39958,-42.296609,2024-08-22 15:52:11,15,3,206.40.94.149,4680.83,8,1
c96c6358,4979a3,6703.64,Transfer,-101.518808,-83.295702,2025-03-11 00:39:40,0,1,214.21.210.252,2297.93,1,0
4c1fbedd,1bc027,8938.18,Payment,-67.540788,4.015233,2025-03-12 22:23:05,22,2,66.216.176.94,4588.82,36,1
8f5ace3d,5afbff,7209.23,Withdraw,178.53645,-84.798993,2024-08-17 01:21:46,1,5,183.96.170.133,3356.2,45,1
d7a0a8a3,3f0528,2571.91,Withdraw,104.183265,-86.195103,2024-07-27 06:47:04,6,5,154.160.101.253,825.11,39,0
6dc17825,45ed65,6293.3,Transfer,-47.85427,-34.894802,2025-02-25 10:31:45,10,1,165.241.167.95,3891.27,21,1
de00c963,3603fb,3362.6,Transfer,-4.907241,31.284084,2024-10-29 07:05:28,7,1,158.115.177.239,2410.73,35,1
ce237738,a83d88,5932.8,Withdraw,-107.745775,38.409987,2024-08-23 05:33:40,5,4,11.20.179.204,2105.48,24,1
cb2ee914,3044b6,6545.92,Transfer,38.023741,35.549282,2024-07-22 08:48:02,8,0,212.32.252.94,3266.73,1,1
760e81a0,827f55,6317.26,Withdraw,-59.834374,-44.8985,2025-03-12 21:38:01,21,2,60.251.192.187,3913.32,5,1
30a2e9db,240d24,8307.18,Withdraw,48.691117,45.023747,2024-06-09 06:51:23,6,6,207.127.177.131,2416.73,16,1
720a29f9,b6355b,4098.73,Payment,2.86265,-0.341886,2024-11-26 01:46:48,1,1,124.220.58.200,126.65,28,1
116fd489,5cf70a,6729.32,Transfer,-31.204631,-85.570146,2024-12-23 10:51:14,10,0,155.65.38.183,4824.5,45,1
a69338ba,c3c54f,6668.7,Transfer,-10.4276,-52.863488,2024-06-24 15:36:15,15,0,11.46.135.89,3368.21,38,0
b398d93e,4f4515,5162.75,Transfer,-99.734967,-80.761805,2024-06-07 15:06:22,15,4,90.126.70.203,4964.24,13,1
2b5ef59c,6d899f,4844.09,Payment,172.400803,0.805695,2024-04-07 06:35:55,6,6,144.181.220.54,1842.26,34,1
4c6151da,be0dbd,2556.91,Payment,-66.503159,43.345307,2025-01-03 11:33:24,11,4,21.75.100.137,195.71,5,0
87be13a7,dd2d74,3641.56,Withdraw,-174.839861,-26.330982,2025-02-15 07:02:43,7,5,60.131.126.131,2597.12,23,1
1e0ac5e7,4a8824,7266.02,Transfer,155.515215,69.724096,2024-11-30 17:54:06,17,5,26.231.199.67,1844.95,34,1
d9ab59fb,d44842,7564.45,Transfer,-61.754009,77.881889,2025-01-11 13:45:11,13,5,81.224.177.84,2748.73,14,1
073e1b65,16a0e0,7807.46,Transfer,115.504269,-54.027048,2025-02-22 09:05:20,9,5,120.202.208.96,3895.25,15,1
e8f85fb8,ef7aaf,9238.14,Payment,-91.974269,35.960474,2024-11-01 01:13:19,1,4,47.185.33.113,1202.76,12,1
17395c6d,54db28,7809.09,Transfer,-41.419434,28.993709,2024-11-11 22:25:19,22,0,163.93.93.201,3490.38,34,0
8c44a435,36724d,6823.34,Payment,20.489431,-72.049362,2025-02-13 08:48:48,8,3,205.60.155.11,3084.38,7,0
b692fbac,defbce,1404.66,Withdraw,0.104014,-15.41502,2024-10-03 00:51:18,0,3,13.247.95.60,2149.97,21,0
b35e9de3,652f5a,1749.72,Withdraw,47.52128,-16.481114,2024-12-01 15:54:03,15,6,25.10.100.141,4183.12,28,1
1c5c1105,ad00a3,1952.26,Withdraw,-162.260466,-16.888074,2024-12-09 07:51:33,7,0,200.195.19.26,2925.72,47,1
b70c5b91,a06de9,1865.37,Transfer,67.456666,-87.604157,2024-09-08 12:52:00,12,6,215.21.132.186,2598.83,15,1
6e27e8c2,9fb27c,989.57,Payment,-152.518568,-30.004654,2025-01-18 02:05:19,2,5,124.20.189.27,2316.27,30,1
a0ab1234,176842,1036.64,Payment,-71.382706,-58.351715,2024-05-12 04:34:43,4,6,121.164.171.35,3315.63,33,1
a2c0a0bc,5408d2,9864.84,Payment,-103.245369,-45.704104,2024-10-06 16:52:19,16,6,42.96.9.245,4205.01,20,0
d7981e16,de7fdf,1265.1,Withdraw,-69.500615,-76.830178,2024-06-11 19:01:32,19,1,134.82.21.38,170.9,29,1
6fdc73b0,a8d55a,756.32,Transfer,107.869616,82.549525,2024-05-20 13:21:11,13,0,73.180.80.78,738.2,3,1
608c1139,8a0dba,689.57,Withdraw,145.658694,58.426545,2025-02-11 09:00:23,9,1,16.23.153.250,1228.19,33,1
3d741245,04ae33,9489.05,Withdraw,121.075318,-33.371158,2024-11-12 02:51:26,2,1,116.160.51.17,4978.78,38,1
259c1e24,64651c,2511.09,Withdraw,123.746659,-81.638705,2024-07-22 19:09:35,19,0,13.156.137.131,3033.43,13,1
6fb6c88b,eb5c73,6103.04,Payment,1.44878,-77.17869,2024-05-20 23:53:08,23,0,8.75.184.20,2225.32,49,1
a250af76,b96b9a,7188.35,Transfer,-154.026621,-47.973066,2024-11-16 18:26:54,18,5,116.146.35.201,1129.28,33,0
